,Proyecto de Ley,Palabra Clave,Estado,Fecha Radicación,Resumen,Tipo,link,ID
38,Por medio de la cual se dictan medidas para protección del prepensionado y se dictan otras disposiciones. ,Protección del prepensionado,Publicada Ponencia Primer Debate,"abr. 3, 2019","Esta ley tiene por objeto proteger a las personas que estén próximas a cumplir los requisitos para la pensión de vejez, estableciendo los criterios y derechos del que goza.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-dictan-medidas-para-proteccion-del-prepensionado-y-se-dictan-otras-disposiciones-proteccion-del-prepensionado/9931/,39
39,"Por medio de la cual se modifican los artículos 131, 136 y 159 de la Ley 769 de 2002 por la cual se expide el Código Nacional de Tránsito Terrestre y se dictan otras disposiciones. ",Comparendos,Publicación,"abr. 2, 2019","El presente proyecto de ley tiene como objetivo disminuir los valores de las multas correspondientes a las infracciones de tránsito contempladas en el artículo 131 de la Ley 769 del 2002, esto debido principalmente a los elevados valores que contienen las sanciones monetarias por el cumplimiento de infracciones de tránsito de menor impacto y gravedad",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifican-los-articulos-131-136-y-159-de-la-ley-769-de-2002-por-la-cual-se-expide-el-codigo-nacional-de-transito-terrestre-y-se-dictan-otras-disposiciones-comparendos/9929/,40
40,Por medio del cual se plantean las bases para una política migratoria y se dictan otras disposiciones. ,Política migratoria,Publicación,"abr. 2, 2019","Establecer los parámetros de la Política Migratoria Integral en Colombia, conforme a lo establecido en la Constitución Política, los tratados y convenios Internacionales ratificados y vigentes en Colombia.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-plantean-las-bases-para-una-politica-migratoria-y-se-dictan-otras-disposiciones-politica-migratoria/9927/,41
41,Por medio del cual se modifica el artículo 207 de la Constitución Política de Colombia. ,Idoneidad para ser ministro,Publicada Ponencia Segundo Debate,"abr. 1, 2019","Para ser Ministro o Director de Departamento Administrativo se requiere acreditar mínimo idoneidad moral, técnica y estudios universitarios respecto de aptitud, capacidad y competencia, para el ejercicio del cargo.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifica-el-articulo-207-de-la-constitucion-politica-de-colombia-idoneidad-para-ser-ministro/9926/,42
42,"Por la cual se crea el Sistema Nacional de Protección de las Infraestructuras Críticas (SNINC), y se dictan otras disposiciones. ","Crea el Sistema Nacional de Protección de las Infraestructuras Críticas, SNINC",Publicación,"mar. 27, 2019","La presente ley crea el Sistema Nacional de Protección de las Infraestructuras Críticas (SNINC), conformado por instituciones públicas o privadas del orden nacional y territorial que se consideren como críticas, previa inclusión en el inventario y notificación de su declaratoria en coordinación con las entidades territoriales en que se ubiquen. Se deben considerar como infraestructuras críticas, aquellas instalaciones, redes, servicios esenciales y equipos físicos y de tecnología de la información, en los sectores públicos y privados, cuya interrupción o destrucción tendría un impacto mayor en la salud, la seguridad o el bienestar económico de los ciudadanos o en el eficaz funcionamiento de las instituciones del Estado en todos sus niveles de administración pública.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-crea-el-sistema-nacional-de-proteccion-de-las-infraestructuras-criticas-sninc-y-se-dictan-otras-disposiciones-crea-el-sistema-nacional-de-proteccion-de-las-infraestructuras-criticas-sninc/9902/,43
43,Por medio de la cual se reforma el régimen de control fiscal. ,Control fiscal,Aprobado Segundo Debate,"mar. 27, 2019","El presente proyecto de acto legislativo de la Contraloría General de la República, que propone los ajustes institucionales necesarios para articular los distintos niveles de control e implementar un sistema nacional de control fiscal, al tiempo que se redefinen las competencias de las contralorías y se les atribuye funciones jurisdiccionales para determinar la responsabilidad fiscal.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-reforma-el-regimen-de-control-fiscal-control-fiscal/9901/,44
44,Por medio de la cual se modifica el artículo 30 del Decreto número 1213 de 1990 y se procede a aumentar la prima de actividad para los Agentes de la Policía Nacional. ,Prima agentes de policía,Publicada Ponencia Primer Debate,"mar. 27, 2019","La presente ley tiene por objeto aumentar la prima de actividad de los Agentes de la Policía Nacional, respondiendo a los principios de igualdad, equidad, responsabilidad financiera, intangibilidad y solidaridad contenidos en la Ley 923 de 2004.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-el-articulo-30-del-decreto-numero-1213-de-1990-y-se-procede-a-aumentar-la-prima-de-actividad-para-los-agentes-de-la-policia-nacional-prima-agentes-de-policia/9903/,45
45,"Por medio de la cual se dictan normas sobre la ordenación integrada de las zonas marinas, costeras e insulares del territorio colombiano, se promueve su preservación y uso sustentable. ",Zonas marinas,Publicación,"mar. 27, 2019","La presente ley tiene por objeto establecer un marco de ordenación integrada de las zonas marinas, costeras e insulares del territorio colombiano, promover su preservación y uso sustentable.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-dictan-normas-sobre-la-ordenacion-integrada-de-las-zonas-marinas-costeras-e-insulares-del-territorio-colombiano-se-promueve-su-preservacion-y-uso-sustentable-zonas-marinas/9907/,46
46,"Orgánica Por la cual se modifica la Ley 82 de 1993, Ley mujer cabeza de familia, la Ley 1232 de 2008 y se dictan otras disposiciones. ",Acceso a vivienda a mujeres cabeza de hogar,Publicada Ponencia Primer Debate,"mar. 27, 2019",Busca que el legislador establezca mecanismos especiales para proteger este sector de la población y especialmente establecer estrategias diferentes a las basadas en la financiación con recursos públicos para dar acceso a la vivienda a las madres cabeza de hogar.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/porganica-por-la-cual-se-modifica-la-ley-82-de-1993-ley-mujer-cabeza-de-familia-la-ley-1232-de-2008-y-se-dictan-otras-disposiciones-acceso-a-vivienda-a-mujeres-cabeza-de-hogar/9908/,47
47,Por medio de la cual se modifica la Ley 1801 de 2016 “Por la cual se expide el Código Nacional de Policía y Convivencia” y se dictan otras disposiciones. ,NA,Publicación,"mar. 26, 2019","Tiene como finalidad dotar de facultades a los Alcaldes distritales y municipales como autoridades de policía, para que a través de la “función de policía” expidan Reglamentos que establezcan las condiciones (temporales o permanentes, de tiempo y de  forma) en las cuales puedan permitirse desarrollar comportamientos afines a las características históricas, sociales y culturales de cada territorio en los espacios privados y/o públicos sin recibir las medidas correctivas tipo multa que trae el Código Nacional de Policía.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-la-ley-1801-de-2016-por-la-cual-se-expide-el-codigo-nacional-de-policia-y-convivencia-y-se-dictan-otras-disposiciones-/9918/,48
48,Por medio de la cual se modifica la Ley 65 de 1993 - Código Penitenciario y Carcelario y se dictan otras disposiciones. ,Redención de penas,Publicación,"mar. 26, 2019","Este proyecto de ley pretende establecer un sistema de redención de penas por trabajo, estudio y actividades deportivas más severo, exclusivo para aquellos condenados por los delitos de: Homicidio, tortura y de violencia sexual cometidos contra niños y/o niñas menores de 14 años. Por ende, en este nuevo sistema, el Juez de Ejecución de Penas y Medidas de Seguridad concederá al condenado por los delitos antes descritos, la redención de un (1) día de la pena por cada cuatro (4) días de trabajo, estudio o actividad deportiva y/o literaria.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-la-ley-65-de-1993---codigo-penitenciario-y-carcelario-y-se-dictan-otras-disposiciones-redencion-de-penas/9919/,49
49,Por medio de la cual se modifican los artículos 206 y 207 de la Ley 1098 de 2006 y se dictan otras disposiciones. ,Consejos de Política Social,Publicación,"mar. 26, 2019","Este proyecto busca modificar la ley de Infancia y Adolescencia para introducir una serie de cambios en el funcionamiento de los Consejos de Política Social a nivel nacional, departamental, distrital y municipal.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifican-los-articulos-206-y-207-de-la-ley-1098-de-2006-y-se-dictan-otras-disposiciones-consejos-de-politica-social/9916/,50
50,"Por medio de la cual se establecen medidas en favor de la protección de la integridad, libertad y formación sexuales de niños, niñas y adolescentes y se dictan otras disposiciones. ",NA,Publicación,"mar. 26, 2019","La presente ley tiene como objeto establecer disposiciones que busquen materialmente la protección de la integridad, libertad y formación sexuales de niños, niñas y adolescentes. Para ello, otorga herramientas transitorias a las entidades publicas y privadas para separar del contacto directo y habitual con menores de edad a personas que estén siendo investigadas disciplinaria y/o penalmente por conductas que atenten contra ese bien jurídico mientras se resuelve su situación jurídica.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establecen-medidas-en-favor-de-la-proteccion-de-la-integridad-libertad-y-formacion-sexuales-de-ninos-ninas-y-adolescentes-y-se-dictan-otras-disposiciones-/9917/,51
51,"Por medio de la cual se crea el contrato especial alternativo de trabajo para el estudiante trabajador, con el fin de establecer la regulación en flexibilidad laboral para jóvenes estudiantes de educación superior que quieran compatibilizar sus responsabilidades académicas con una actividad laboral y se dictan otras disposiciones. ",Crea el contrato especial alternativo de trabajo,Publicación,"mar. 26, 2019",La presente ley tiene como fin adicionar un título nuevo al código sustantivo de trabajo donde se cree el Contrato Especial Alternativo de Trabajo para el Estudiante Trabajador.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-crea-el-contrato-especial-alternativo-de-trabajo-para-el-estudiante-trabajador-con-el-fin-de-establecer-la-regulacion-en-flexibilidad-laboral-para-jovenes-estudiantes-de-educacion-superior-que-quieran-compatibilizar-sus-responsabilidades-academicas-con-una-actividad-laboral-y-se-dictan-otras-disposiciones-crea-el-contrato-especial-alternativo-de-trabajo/9920/,52
52,Por medio de la cual se modifica la Ley Estatutaria 1266 de 2008. ,Eliminación  de reportes negativos por moras o saldos mínimos,Publicación,"mar. 26, 2019","""Los reportes de información negativa sobre incumplimiento de obligaciones no procederán, cuando el saldo de la obligación, o el valor de la mora en obligaciones de tracto sucesivo, al momento del incumplimiento, sea inferior a dos salarios mínimos diarios legales vigentes (SMDLV).”",Proyecto de ley Estatutaria,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-la-ley-estatutaria-1266-de-2008-eliminacion-de-reportes-negativos-por-moras-o-saldos-minimos/9921/,53
53,"Por medio del cual se modifica el artículo 34 de la Constitución Política, suprimiendo la prohibición de la pena de prisión perpetua y estableciendo la prisión perpetua revisable” -en memoria de Gilma Jiménez. ",Cadena perpetua,Publicada Ponencia Primer Debate,"mar. 26, 2019","""De manera excepcional, cuando se cometan los delitos de homicidio doloso, secuestro, tortura, acceso carnal o actos sexuales abusivos con menor de 14 años; se podrá imponer hasta la pena de prisión perpetua.""",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifica-el-articulo-34-de-la-constitucion-politica-suprimiendo-la-prohibicion-de-la-pena-de-prision-perpetua-y-estableciendo-la-prision-perpetua-revisable--en-memoria-de-gilma-jimenez-cadena-perpetua/9922/,54
54,Por medio de la cual se adopta un sistema de información para el sector agropecuario. ,Tecnología de información de riesgo agropecuario,Publicada Ponencia Primer Debate,"mar. 26, 2019","Crease la Plataforma Tecnológica para la Gestión de Riesgo Agropecuario como un sistema que consolide la información generada por las diferentes entidades públicas que conocen o generan información del sector agropecuario, que permita a los intermediarios financieros gestionar los riesgos asociados a dicho sector.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-adopta-un-sistema-de-informacion-para-el-sector-agropecuario-tecnologia-de-informacion-de-riesgo-agropecuario/9923/,55
